Titulo;Corpo;Link;
Título não encontrado;"Por g1 Triângulo e Alto Paranaíba— Uberaba 27/05/2022 08h38Atualizadohá 3 anos Ao menos 24 medicamentos estão em falta nas unidades da rede de assistência de Uberaba — Foto: Carlos Poly Ao menos 24 medicamentos estão em falta nas unidades da rede de assistência farmacêutica deUberaba. A relação(veja mais abaixo)consta no último relatório do Departamento de Assistência de Farmácia da Secretaria Municipal de Saúde (SMS), datado de 2 de maio. A Prefeitura informou que os fornecedores já foram notificados, e que solicitaram prorrogação do prazo de entrega estabelecido em contrato.A justificativa apontada é a dificuldade dos laboratórios brasileiros em receber o princípio ativo estrangeiro para a produção dos remédios. O problema persiste na cidade há pelo menos dois meses. Em 18 de março, o setor de Assistência Farmacêutica da Secretaria de Saúde encaminhou documentos para notificações de atrasos relativos às compras empenhadas, envolvendo três empresas. Duas delas apresentaram pedido de extensão do prazo para entrega e essa demanda foi encaminhada para análise da Seção de Abastecimento Farmacêutico. Uma terceira empresa deve ser penalizada porque não apresentou justificativa. “Após o período pandêmico, a importação dos princípios ativos tornou-se um grande problema devido ao aumento da cotação do dólar, elevação do consumo e da demanda com diminuição da produção por alguns países”, explicou Gabriela Vizzotto, farmacêutica especialista em saúde da SMS.   Na última quarta-feira (25),unidades da rede de assistência farmacêutica receberam remessas de alguns medicamentos que estavam em falta. De acordo com a chefe do Departamento de Assistência de Farmácia, Jucelena Aparecida Penteado Moreira, além deDipirona 500 mg, medicamentos comoSinvastatina 20 mg,Fenobarbital 100 mgeinsulina NPH - canetasforam distribuídos para as unidades da rede pública deUberaba. “Essa é uma boa notícia, estamos conseguindo repor os estoques desses medicamentos, principalmente a Dipirona, que é bastante requisitada na nossa rede. Nossa expectativa é a chegada de novas remessas para o abastecimento dos estoques”, disse Jucelena.   Atualmente,24 medicamentos ainda estão em falta, sendo que sete itens aguardam resposta de fornecedores que foram notificados. Dentro do controle de estoque, considerando entradas e saídas, o abastecimento do Serviço de Assistência de Farmácia (SAF) está em 82,4%.   “Entre esses, estão medicamentos receitados pelos médicos a pacientes com Covid, ou sintomas gripais, por exemplo, comprometendo o tratamento de milhares de pacientes, que podem ter que comprar os remédios das farmácias privadas onde ainda são encontrados”, informou a farmacêutica Gabriela Vizzotto. Segundo o Departamento de Assistência de Farmácia,são realizados processos licitatórios para a compra desses medicamentos. Faça seu login grátis e tenha acesso ilimitado às exclusividades G1 Conteúdo não disponível. Infelizmente este vídeo não está mais disponível. Desculpe-nos pelo inconveniente. Mais de 20 medicamentos básicos estão em falta em Uberaba   Veja também     Quaest: 66% são contra candidatura de Lula em 2026, e 65% contra a de Bolsonaro Chás viralizam como anti-inflamatórios; saiba o que diz a ciência VÍDEO: Ancelotti já apareceu em filmes como 'Star Trek'; conheça 'carreira' Carla Zambelli: como youtuber descobriu localização da deputada nos EUA a partir de um vídeo Criador de conteúdo analisou vídeo da parlamentar, feito em rua não identificada, para determinar coordenadas geográficas exatas de onde ele foi gravado. Zambelli foi para a Flórida após ser condenada a 10 anos de prisão no Brasil. Vídeo mostra como foi o resgate do corpo do empresário encontrado em buraco no Autódromo de Interlagos Adalberto Amarilio dos Santos Junior, de 35 anos, foi localizado quatro dias após desaparecimento. Ele foi retirado do buraco sem calça nem tênis, não tinha marcas aparentes de agressão nem de sangue. Segundo polícia, principal hipótese é que ele tenha sido colocado no local já sem vida. Terrorismo, incompetência governamental e 'overstay': o que Trump argumenta para restringir cidadãos de 19 países nos EUA Documento da Casa Branca afirma que medida visa impedir a entrada de terroristas nos EUA e outras ameaças à segurança nacional. Entenda qual a situação do Brasil neste contexto. Dono de construtora é morto em assalto dentro de casa no Jardim Paulista, bairro nobre de SP Ao menos quatro ladrões entraram de carro pela garagem da residência por volta das 19h20 usando um controle clonado do portão. Vítima foi morta com tiro na nuca. Eleição 2026: Lula empata com Bolsonaro, Tarcísio, Ratinho Jr., Michelle e Eduardo Leite em eventual 2º turno, diz Quaest Presidente e ex-presidente têm 41% das intenções de voto. Na pesquisa anterior, divulgada em abril, Lula (PT) vencia todos os outros concorrentes e empatava somente com Jair Bolsonaro (PL). Rejeição do petista oscila para cima e segue semelhante à do antecessor. ";https://g1.globo.com/busca/click?q=amoxicilina&p=44&r=1749139962138&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Ftriangulo-mineiro%2Fnoticia%2F2022%2F05%2F27%2Fao-menos-24-medicamentos-estao-em-falta-nas-unidades-da-rede-de-assistencia-de-uberaba-veja-lista.ghtml&syn=False&key=75bf066c630dddd9d7fb118034616643;
Título não encontrado;"Por G1 Campinas e Região 13/08/2019 16h16Atualizadohá 5 anos Variação no preço de medicamentos em Campinas (SP) pode chegar a 2.258,82% — Foto: Carlos Severo/ Fotos Públicas Uma pesquisa divulgada nesta terça-feira (13) pela Fundação Procon/SP apontou que os preços de medicamentos genéricos pode variar até 2.258,82% em estabelecimentos de Campinas (SP). Para os medicamentos de referência, a diferença chega a 79,23%. A pesquisa foi feita entre 22 e 23 de julho de 2019 e envolveu nove drogarias do município. Ao todo, foram estudados os valores de 58 medicamentos, sendo 31 de referência e 27 genéricos. O remédio com maior variação do tipo genérico foi o Hidroclorotiazida, que apresentou o preço mais baixo de R$ 0,17 e o mais alto, de R$ 4,01. Já para os medicamentos de referência, a maior oscilação apresentada foi do Amoxil (Amoxicilina), com valor mínimo de R$ 41,56 e máximo de R$ 74,49.Veja na tabela abaixo as diferenças de preços. Medicamentos com maior variação de preço em Campinas O medicamentos genéricos são, em média, 57,04% mais baratos que os de referência em Campinas, concluiu o estudo. O Procon informou que a aplicação de descontos nos produtos pode variar de acordo com a situação local de mercado, da rentabilidade da loja e das condições comerciais da compra. ""Antes de uma criteriosa pesquisa de preço é interessante que o consumidor consulte a lista de Preços Máximos dos medicamentos, disponível no site daAnvisa"", pontuou o órgão. Veja mais notícias da região no G1 Campinas Veja também     Quaest: 66% são contra candidatura de Lula em 2026, e 65% contra a de Bolsonaro Chás viralizam como anti-inflamatórios; saiba o que diz a ciência VÍDEO: Ancelotti já apareceu em filmes como 'Star Trek'; conheça 'carreira' Lula empata com Bolsonaro e mais 4 nomes em eventual 2º turno Como youtuber descobriu localização de Zambelli a partir de um vídeo Ladrões invadem casa com controle de portão clonado e matam empresário Crime aconteceu em bairro nobre da capital paulista; vítima deixa filho de 5 anos. 'Preciso de respostas', diz mulher de homem achado morto em buraco Drone flagra fuga de 400 traficantes armados durante operação na Rocinha ";https://g1.globo.com/busca/click?q=amoxicilina&p=45&r=1749139962142&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fnoticia%2F2019%2F08%2F13%2Fvariacao-no-preco-de-remedios-genericos-em-campinas-pode-chegar-a-225882percent-diz-procon.ghtml&syn=False&key=d04473a1dd09e54512e466bc88f0ab5a;
Anvisa proíbe fabricação de dois antibióticos genéricos da EMS;Edição do dia 05/02/2015 05/02/2015 14h20- Atualizado em05/02/2015 15h01 Crsitina MaiaCampinas, SP  A Anvisa proibiu a fabricação de dois antibióticos genéricos produzidos pela empresa EMS. Parte da fábrica em Hortolândia, onde esses remédios são produzidos, foi interditada. Os remédio são: Clavulanato de Potássio, muito usado no tratamento de doenças respiratórias  e a Rifamicina spray, usada no tratamento de feridas. Eles foram suspensos, porque segundo a Anvisa, o fabricante alterou o processo de produção dos medicamentos. No caso da Amoxicilina, por exemplo, foi usada uma substância diferente. Uma outra foi sintetizada também de forma diferente do que foi aprovado pela Anvisa. Assim, fica a dúvida se os remédios mantém a mesma eficácia e qualidade. A empresa está proibida de fabricar e deve recolher todos os estoques das farmácias dos lotes a partir de fevereiro de 2013. Quem está em tratamento deve interromper o uso do medicamento e procurar o médico.A venda do outro remédio, da Rifamicina spray, não foi proibida, só a fabricação porque segundo a Anvisa, a empresa aumentou dez vezes a produção sem  autorização. A EMS informou que segue padrões rigorosos de produção e que está tomando as medidas necessárias.     ;https://g1.globo.com/busca/click?q=amoxicilina&p=46&r=1749139967065&u=https%3A%2F%2Fg1.globo.com%2Fjornal-hoje%2Fnoticia%2F2015%2F02%2Fanvisa-proibe-venda-de-dois-antibioticos-genericos-da-ems.html&syn=False&key=7e204a10fae60118f8c53fd2d18de3e3;
Preços de remédios variam até 976% em São Paulo, diz Procon-SP;"26/05/2015 09h14- Atualizado em26/05/2015 09h22 Do G1, em São Paulo Os preços dos medicamentos podem variar até 976% em São Paulo, segundo pesquisa da Fundação Procon-SP. Entre os medicamentos genéricos, a maior diferença foi encontrada no Paracetamol de 200 mg/ml, gotas, 15 ml. O preço médio do remédio é de R$ 3,83, mas o custo variou de R$ 0,90 e R$ 9,69. Acesse a lista detalhadaaqui. Entre os medicamentos de referência, a maior variação foi de 296,06% na Amoxicilina, 500 mg, 21 cápsulas, da Glaxosmithkline. Enquanto em um local, o produto era vendido por R$ 15,48, em outro chegou a custar R$ 61,31. O preço médio é de R$ 45,49. De acordo com a pesquisa, foram analisados os preços de 68 medicamentos, entre genéricos e de referência de 15 drogarias. Ao comparar os preços médios dos genéricos com os de referência, os remédios genéricos, são em média, 57,72% mais baratos do que os de referência. Entre as cidades do interior participantes da pesquisa, a maior diferença encontrada foi de 767,27%, no medicamento genérico Dipirona Sódica , 500 mg/ml, gotas 10 ml, na cidade de Ribeirão Preto. Em um local, custava R$ 1,10 e, em outro, R$ 9,54. Entre os medicamentos de referência, a maior variação foi em Caçapava. O Nisulid (Nimesulida), 100 mg, 12 comprimidos, da Aché, apresentou variação de 331,45%. O custo variou entre R$ 7,60 e R$ 32,79.    Maior diferença foi encontrada em preço de liquidificador. 
Fundação recomenda que consumidores pesquisem preços. Um de sete bancos pesquisados pelo Procon elevou juros do cheque.
No empréstimo pessoal, três bancos subiram a taxa. ";https://g1.globo.com/busca/click?q=amoxicilina&p=47&r=1749139967070&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fseu-dinheiro%2Fnoticia%2F2015%2F05%2Fprecos-de-remedios-variam-ate-976-em-sao-paulo-diz-procon-sp.html&syn=False&key=fd5daa2920ee628e381883aab376f6b4;
Medicamentos têm variação de até 363,92% em Presidente Prudente;"26/05/2015 09h51- Atualizado em26/05/2015 09h51 Do G1 Presidente Prudente A Fundação Procon divulgou uma pesquisa em que aponta diferença de até 363,92% em alguns medicamentos emPresidente Prudente. O levantamento, divulgado nesta terça-feira (26), realizou uma pesquisa em dez estabelecimentos e realizou o levantamento de 56 medicamentos. Entre os medicamentos de referência, a maior diferença no preço foi na amoxicilina de 500 mg, que teve uma variação de 114,93%. Ele foi encontrado pelo maior valor de R$ 61,32 e pelo menor de R$ 28,53, ou seja, R$ 32,79 de variação. O valor médio é de R$ 46,39. Já nos genéricos, o sulfato de neomicina pode ser encontrado nas gôndolas por R$ 1,94 e R$ 9, com preço médio de R$ 5,70. “Comparando-se os preços médios dos genéricos com os de referência de mesma apresentação, constatou-se que, em média, os medicamentos genéricos são 51,19% mais baratos do que os de referência, o que pode representar uma grande economia ao bolso do consumidor”, explica o Procon. Ainda conforme o levantamento, a aplicação pode variar de acordo com as condições locais do mercado. “Munido dessa informação o consumidor deve comparar os preços dos medicamentosentre os diversos estabelecimentos, como também os da própria rede, já que podem variar significativamente”, aponta o estudo. Entre as orientações ao consumidor estão: verificar o prazo de validade, guardar o remédio sempre em local seco, arejados e fora do alcance das crianças e verificar se o produto tem registro no Ministério da Saúde. A pesquisa completa podeser consultada no site do Procon. Município confirmou mais 42 pessoas com a doença nesta sexta-feira (11).
Áreas 1 e 4 concentram a maior quantidade de catalogações positivas. ";https://g1.globo.com/busca/click?q=amoxicilina&p=48&r=1749139967073&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fpresidente-prudente-regiao%2Fnoticia%2F2015%2F05%2Fmedicamentos-tem-variacao-de-ate-36392-em-presidente-prudente.html&syn=False&key=a08e5bb48b577b945bb49c210de5c379;
Antibióticos são ineficazes para tratar sinusite, demonstra estudo;"14/02/2012 20h33- Atualizado em14/02/2012 20h33 France Presse WASHINGTON, 14 Fev 2012 (AFP) -Os antibióticos são ineficazes contra a maioria das infecções dos seios nasais, embora com frequência sejam prescritos por médicos, demonstrou um estudo publicado na revista Journal of the American Medical Association (JAMA). ""As pessoas que sofrem de sinusite - inflamação da cavidade nasal e dos seios nasais - não se sentem melhor ou apresentam menos sintomas quando tomam antibióticos"", disse Jay Piccirillo, professor de otorrinolaringologia da Universidade de Washington em St. Louis (Missuri, centro), principal responsável por este teste clínico publicado na edição da revista JAMA de 15 de fevereiro. ""Nosso estudo com 166 adultos mostra a inutilidade dos antibióticos para tratar a sinusite comum - com frequência de origem viral. A maioria das pessoas se recupera sozinha"", acrescentou. Estes médicos compararam um grupo de participantes tratado com antibióticos e um grupo de controle, cujos participantes tomaram um placebo. Nos Estados Unidos, um em cada cinco antibióticos com receita é prescrito para tratar a sinusite, informaram os autores da pesquisa. Em vista da resistência crescente dos antibióticos como resultado de seu uso excessivo, era importante saber se estes medicamentos são eficazes contra a sinusite, disseram os especialistas. ""Acreditamos que os antibióticos são muito receitados pelos clínicos gerais"", disse Jane Garbutt, professora associada de medicina na Universidade de Washington, outra autora do estudo. Concretamente, os cientistas recomendam, no lugar de antibióticos como a amoxicilina, tratar a dor da sinusite com analgésicos (aspirina, ibuprofeno) e a congestão nasal com descongestionantes. js/sj/ad/pl/mvv Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=amoxicilina&p=49&r=1749139967076&u=https%3A%2F%2Fg1.globo.com%2Fmundo%2Fnoticia%2F2012%2F02%2Fantibioticos-sao-ineficazes-para-tratar-sinusite-demonstra-estudo.html&syn=False&key=7648ecd3481b19e2fc86f12062c5ce12;
Pacientes reclamam da falta de medicamentos em Itaquaquecetuba;"15/07/2013 10h16- Atualizado em15/07/2013 10h16 Do G1 Mogi das Cruzes e Suzano A falta de medicamentos no posto de saúde do bairro Marengo Baixo, emItaquaquecetuba, é alvo de reclamações de moradores do bairro. Pacientes dizem não conseguir medicamentos para pressão, diabetes, entre outros, desde janeiro. “Eu tenho pressão alta, mas não encontro o remédio no posto. O jeito é comprar”, reclama a autônoma Sueli Rodrigues Pinto. Ela diz que desde o início do ano a situação é precária no posto. Outra reclamação de Sueli é a falta de amoxicilina infantil. Além do medicamento, ela diz que também não há pediatra. “Minha neta tem bronquite e a levo no posto, mas disseram que a pediatra está em férias e volta só depois de 22 de julho.” A dona de casa Cleuza Alves de Souza desistiu do posto de saúde do bairro. Ela faz tratamento no Hospital Regional Osíris Florindo Coelho em Ferraz de Vasconcelos. “Como a receita é do Estado eu consigo os medicamentos da pressão alta no AMA de Guaianazes”, conta. “Se a gente não tem dinheiro, fica sem a medicação no posto do Marengo que nunca tem remédio”. JustificativasCom relação ao medicamento para hipertensão, a Prefeitura informou que o mesmo não pertence à padronização, portanto não tem na unidade. Quanto à amoxicilina para crianças, a Prefeitura justificou que  providenciou licitação para aquisição de diversos medicamentos. O setor de Abastecimento está providenciando o pedido da primeira entrega. Segundo a Prefeitura, até o final do mês de julho as unidades  básicas estarão abastecidas com o medicamento. Já quanto à insulina, a Prefeitura justificou que o medicamento é fornecido pelo Ministério da Saúde e sua distribuição para as unidades ocorre normalmente. Sobre a reclamação dos moradores do bairro Marengo Baixo referente às férias do pediatra, a Secretaria de Saúde de Itaquaquecetuba informou que os serviços prestados pela Unidade de Saúde do Marengo estão normalizados e não prejudicam a população. Para casos de urgência e emergência, os pacientes contam também com pediatras no Pronto-Atendimento Municipal. Problema antigoAlém doG1, o problema já foi mostrado peloDiário TV 1ª Ediçãoem fevereiro. Na época, os pacientes reclamavam do fechamento da farmácia do posto. Um cartaz na porta da unidade alertava sobre o problema e justificava que o funcionamento estava suspenso por causa da falta de funcionários. A Prefeitura de Itaquaquecetuba informou na ocasião que um concurso público tinha sido feito, convocando 30 médicos e enfermeiros. Segundo a Secretaria Municipal de Saúde, o número era suficiente para atender toda a demanda. A administração municipal ainda informou que a compra de medicamentos estava em processo de licitação e os estoques das farmácias seriam normalizados.   Ferraz, Itaquaquecetuba, Mogi e Suzano têm restaurantes do projeto.
Pernil, chester e copa lombo ao molho serão integrados ao cardápio. ";https://g1.globo.com/busca/click?q=amoxicilina&p=50&r=1749139967078&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fmogi-das-cruzes-suzano%2Fnoticia%2F2013%2F07%2Fpacientes-reclamam-da-falta-de-medicamentos-em-itaquaquecetuba.html&syn=False&key=46e1af1f5941090ae73b9aeeb7c8d6bb;
Título não encontrado;"Por MG2 06/02/2020 19h59Atualizadohá 5 anos Unidade Básica de Saúde em Juiz de Fora — Foto: Reprodução/TV Integração Usuários que dependem de atendimento da rede pública de Saúde de Juiz de Fora reclamam da falta de médicos, remédios e materiais em diversas unidades. Segundo levantamento da produção doMG2, as unidades básicas de Saúde (UBS) dos bairros Teixeiras, Cruzeiro do Sul, Santa Efigênia, Santa Luzia e Vale do Verde passam pelo problema. Relatos Nesta quinta-feira (6), a marcação de consulta na UBS do Bairro Santa Luzia foi suspensa. De acordo com o vice-presidente da Associação de Moradores, Victor Augusto do Nascimento, a situação é recorrente na unidade. ""Não é a primeira vez que tem esses avisos pendurados no portão. O usuário chega e, infelizmente, é essa a resposta"". O local atende mais de 20 mil moradores do Santa Luzia. Além da falta de médicos no posto, a unidade está sem farmacêutico e remédios básicos desde novembro do ano passado.   Em entrevista à reportagem daTV Integração, a dona de casa, Angelina das Graças, contou que tem dificuldades para pegar remédio na UBS de Santa Luzia. ""Minhas filhas também. Tivemos aqui para procurar amoxicilina e outros remédios e não tinha"", finalizou.  Usuários reclamam de falta de médico e medicamentos em Juiz de Fora   Conforme a Secretaria de Saúde, o farmacêutico da UBS de Santa Luzia foi afastado após sofrer ameaça durante a jornada de trabalho. A pasta busca um profissional para a vaga. Em relação às outras unidades, o Executivo informou que farmacêuticos atuam em tempo integral ou em meio expediente para que nenhuma unidade fique desassistida. Veja também     Quaest: 66% são contra candidatura de Lula em 2026, e 65% contra a de Bolsonaro Chás viralizam como anti-inflamatórios; saiba o que diz a ciência VÍDEO: Ancelotti já apareceu em filmes como 'Star Trek'; conheça 'carreira' Carla Zambelli: como youtuber descobriu localização da deputada nos EUA a partir de um vídeo Criador de conteúdo analisou vídeo da parlamentar, feito em rua não identificada, para determinar coordenadas geográficas exatas de onde ele foi gravado. Zambelli foi para a Flórida após ser condenada a 10 anos de prisão no Brasil. Vídeo mostra como foi o resgate do corpo do empresário encontrado em buraco no Autódromo de Interlagos Adalberto Amarilio dos Santos Junior, de 35 anos, foi localizado quatro dias após desaparecimento. Ele foi retirado do buraco sem calça nem tênis, não tinha marcas aparentes de agressão nem de sangue. Segundo polícia, principal hipótese é que ele tenha sido colocado no local já sem vida. Terrorismo, incompetência governamental e 'overstay': o que Trump argumenta para restringir cidadãos de 19 países nos EUA Documento da Casa Branca afirma que medida visa impedir a entrada de terroristas nos EUA e outras ameaças à segurança nacional. Entenda qual a situação do Brasil neste contexto. Dono de construtora é morto em assalto dentro de casa no Jardim Paulista, bairro nobre de SP Ao menos quatro ladrões entraram de carro pela garagem da residência por volta das 19h20 usando um controle clonado do portão. Vítima foi morta com tiro na nuca. Eleição 2026: Lula empata com Bolsonaro, Tarcísio, Ratinho Jr., Michelle e Eduardo Leite em eventual 2º turno, diz Quaest Presidente e ex-presidente têm 41% das intenções de voto. Na pesquisa anterior, divulgada em abril, Lula (PT) vencia todos os outros concorrentes e empatava somente com Jair Bolsonaro (PL). Rejeição do petista oscila para cima e segue semelhante à do antecessor. ";https://g1.globo.com/busca/click?q=amoxicilina&p=51&r=1749139967082&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fzona-da-mata%2Fnoticia%2F2020%2F02%2F06%2Fusuarios-reclamam-de-falta-de-medico-e-medicamentos-em-juiz-de-fora.ghtml&syn=False&key=d4b3f24e8a3cacf81d855a687eb4425b;
Preços de medicamentos chegam a variar mais de 1200%, diz Procon-SP;"03/06/2016 15h41- Atualizado em03/06/2016 15h44 Do G1, em São Paulo A diferença de preços dos medicamentos no interior de São Paulo chega a 1207,34%, em valores absolutos, segundo um levantamento doProcon-SP, divulgado nesta sexta-feira (03). A pesquisa foi feita em 98 farmácias e drogarias de 12 cidades do interior paulista. Segundo o Procon-SP, a caixa de 100mg do medicamento genérico Nimesulida foi encontrada em um estabelecimento de Campinas por R$ 1,77 e em outro, por R$ 23,14. Entre os medicamentos de referência, a maior variação também foi em Campinas. O preço da caixa de 500mg do Amoxil (Amoxicilina), da Glaxosmithkline, teve uma variação de 373,17%. O custo variou entre R$ 15,47 e R$ 73,20. Nas cidades pesquisadas, a média dos preços dos genéricos em comparação aos medicamentos de referência teve a maior diferença, de 55,86%, detectada em Jundiaí. A menor foi encontrada em São José do Rio Preto, de 50,18%, segundo o órgão.Capital paulistaNa cidade de São Paulo, a maior diferença foi 1201,13% entre os genéricos e de 348,35% entre os medicamentos de referência. Em média, os medicamentos genéricos são 57,74% mais baratos do que os de referência, de acordo com a pesquisa.A pesquisa foi realizada em maio e envolveu 15 redes de drogarias de médio e grande porte, distribuídas pelas cinco regiões do município de São Paulo, onde foram pesquisados 68 medicamentos, sendo 34 de referência e 34 genéricos. Em seguida vêm a Vivo/Telefônica, Sky, TIM Celular e Grupo Pão de Açúcar.
1.050.352 consumidores recorreram aos Procons integrados ao sistema. Preço do conjunto de itens essenciais caiu 0,17% no mês.
Maior queda foi no preço da salsicha, de 6,09%. Taxa média do cheque recuou de 12,55% para 12,52% ao mês.
No empréstimo pessoal, a taxa média foi de 6,39% para 6,37% ao mês. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=amoxicilina&p=52&r=1749139967086&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fseu-dinheiro%2Fnoticia%2F2016%2F06%2Fprecos-de-medicamentos-chegam-variar-mais-de-1200-diz-procon-sp.html&syn=False&key=5b89ff54f51fac92d84eb93fe2111a31;
Preços de remédios em Campinas têm variação de 70% nas farmácias;"23/02/2012 15h05- Atualizado em23/02/2012 15h05 Do G1 Campinas e Região Conteúdo não disponível. Infelizmente este vídeo não está mais disponível. Desculpe-nos pelo inconveniente. O preço de medicamentos vendidos em farmácias deCampinaspode variar em até 70%. Em uma pesquisa feita em cinco estabecimentos da cidade, a caixa do antibiótico amoxicilina de 500 miligramas, com 30 compridos, por exemplo, custa de R$ 11,30 a R$ 38,97. Em muitos casos, a variação está relacionada aos descontos dados aos clientes, já que os valores máximos fixados pelo Governo Federal são altos. Já a embalagem do antiflamatório diclofenaco de potássio de 50 miligramas com 20 comprimidos foi encontrada por R$ 11,96, mas, dependendo da farmácia o desconto pode chegar a 50% e o valor do remédio cobrado cai para R$ 5,98. A maior parte das farmácias pede que o cliente faça uma carteirinha de fidelidade do estabelecimento oferecendo, assim, um desconto maior. O documento é feito na hora sem custo para o consumuidor. O empresário Paulo Scolfaro conta que antes comprava medicamentos em qualquer lugar e só passou a fazer pesquisa quando começou a usar remédios de uso continuo. Foi nessa época que percebeu a diferença de preços. Com a pesquisa, acabou fazendo a carteirinha da farmácia para conseguir descontos. Ele também procura saber o princípio ativo para ter a opção de escolher medicamentos genéricos. Em média, o empresário gasta por mês R$ 800 para comprar em média 12 remédios de uso contínuo para o coração, diabetes, colesterol e pressão arterial. Beneficiário de saída temporária foi baleado na Vila Mimosa e não resistiu.
Outro detento contemplado pela 'saidinha' foi preso por equipe do Baep. Balanço anterior indicava sete municípios nesta situação após precipitações.
Americana e Indaiatuba entraram na lista da Defesa Civil. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=amoxicilina&p=53&r=1749139967088&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fnoticia%2F2012%2F02%2Fprecos-de-remedios-em-campinas-tem-variacao-de-70-nas-farmacias.html&syn=False&key=66a8c201bc8764a18cb956e30dc032f3;
Na capital de SP, genérico é 55% mais barato que o de referência, diz Procon;"16/05/2013 11h22- Atualizado em16/05/2013 11h30 Do G1, em São Paulo Os medicamentos genéricos são, em média, 54,58% mais baratos do que os de referência de mesma apresentação, aponta pesquisa divulgada nesta quinta-feira (16) pela FundaçãoProcon-SP, realizada em farmácias e drogarias da cidade de São Paulo. Entre os medicamentos genéricos, foi possível detectar diferença de até 1.129,21%. O medicamento Paracetamol, 200 mg/ml, gotas 15 ml, custava R$ 0,89 em um estabelecimento e em outro, R$ 10,94. Diferença de R$ 10,05 em valor absoluto, aponta a pesquisa. Com relação aos de referência, a maior diferença entrada foi de 280,03%. O Amoxil (Amoxicilina), Glaxosmithkline, 500 mg, 21cápsulas, foi encontrado em um estabelecimento da capital paulista pelo preço de R$ 14,67 e em outro, por R$ 55,75. Diferença de R$ 41,08 em valor absoluto. A pesquisa, realizada em abril, envolveu 15 drogarias, distribuídas pelas cinco regiões do município de São Paulo, onde foram pesquisados 58 medicamentos, sendo 29 de referência e 29 genéricos, diz o Procon-SP. InteriorNo interior paulista foram pequisadas 12 cidades. A média dos preços dos genéricos em comparação aos de referência teve a maior diferença, de 57,03%, detectada em São José dos Campos. A menor diferença foi encontrada em Presidente Prudente, 44,46%. A maior variação de preços entre os medicamentos genéricos nas 12 cidades foi de 1.143%, em Bauru, para o medicamento Paracetamol.Nos de referência, a maior variação também foi encontrada em Bauru, onde o Dexason teve variação de até 354% entre os estabelecimentos. Alta é maior que a inflação do período. 
Entidade encontrou diferença de preços de até 155% entre supermercados. Maior diferença foi encontrada em preço de liquidificador. 
Fundação recomenda que consumidores pesquisem preços. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=amoxicilina&p=54&r=1749139967090&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fseu-dinheiro%2Fnoticia%2F2013%2F05%2Fna-capital-de-sp-generico-e-55-mais-barato-que-o-de-referencia-diz-procon.html&syn=False&key=2f38b0ac8d9b0183e454822db91b03c8;
