Titulo,Corpo,tokens
Ex-Verve Richard Ashcroft pega pneumonia enquanto grava disco,"Do G1 RJ O cantor Richard Ashcroft, ex-Verve, pegou pneumonia enquanto gravava o disco de sua nova banda. Segundo o site Contactmusic,  Ashcroft teve apenas dez dias para trabalhar com o produtor escolhido no álbum do grupo United Nations of Sound, criado no início deste ano. Ainda de acordo com o site, o cantor não teria dormido por cinco dias durante o período. Ao consultar um médico, ele foi diagnosticado com um tipo de pneumonia mais branda. “A primeira semana no estúdio foi um das melhores sessões de gravações que eu tive, por isso eu me dediquei muito. Em certo momento, eu não tinha dormido em cinco dias.” O álbum da banda, também intitulado “United Nations of Sound”, está programado para sair em julho. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",cantor richard ashcroft verve pegar pneumonia gravar disco banda site contactmusic ashcroft dia trabalhar produtor escolher álbum united nations sound criar início ano acordo site cantor ter dormer dia durante período consultar médico diagnosticar pneumonia branda semana estúdio bom sessão gravação dediquei certo ter dormer dia álbum banda intitular united nations sound programar sair julho magaziner luiza philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
"Oscar Niemeyer segue internado com pneumonia, quadro melhora","Reuters  4 Mai (Reuters) - O arquiteto Oscar Niemeyer, 104 anos, permanece internado em uma unidade intermediária do Hospital Samaritano, no Rio de Janeiro, após ser hospitalizado na quarta-feira com quadro de pneumonia e desidratação, informou um boletim médico do hospital.  Niemeyer apresentou ""melhora em seu quadro clínico"" e está lúcido, afirmou o médico Fernando Gjorup após visita nesta sexta-feira. Ele continua recebendo tratamento com soro e antibiótico intravenoso, e respira sem ajuda de aparelhos, de acordo com o boletim.  Nos últimos anos, Niemeyer passou por internações no mesmo hospital para ser submetido a cirurgias de retirada da vesícula e de um tumor no cólon, e também para tratar uma infecção urinária.  Antes do Carnaval deste ano, o arquiteto visitou as obras do Sambódromo do Rio, que finalmente passou a ter o traçado original desenhado por ele há mais de 30 anos após a demolição de uma antiga cervejaria vizinha ao local.  (Reportagem de Daniela Ades em São Paulo)  Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",reuter mai reuter arquiteto oscar niemeyer ano permanecer internar unidade intermediário hospital samaritano rio janeiro hospitalizar feira quadro pneumonia desidratação informar boletim médico hospital niemeyer apresentar melhorar quadro clínico lúcido afirmar médico fernando gjorup visita feira continuar receber tratamento soro antibiótico intravenoso respirar ajuda aparelho acordo boletim último ano niemeyer passar internação hospital submeter cirurgia retirada vesícula tumor cólon tratar infecção urinár carnaval ano arquiteto visitar obra sambódromo rio finalmente passar traçado original desenhar ano demolição antigo cervejario vizinho reportagem daniela ade paulo magaziner luiza philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
George Michael cancela shows para tratar pneumonia 'severa',"Reuters LONDRES (Reuters) - O cantor britânico George Michael teve de adiar o restante da sua turnê europeia para se tratar de uma pneumonia 'severa', disse sua porta-voz nesta sexta-feira. Mas ela negou rumores de que o ex-vocalista do Wham! estaria enfrentando problemas cardíacos graves, e afirmou que ele está 'melhorando lentamente' em um hospital de Viena. 'George Michael está doente com pneumonia, e qualquer outra especulação a respeito da sua saúde é infundada e inverídica', disse a porta-voz em nota. 'Ele está recebendo excelente atendimento médico; ele está reagindo ao tratamento e melhorando lentamente.' Os médicos aconselharam o cantor a adiar o restante da sua turnê Symphonica. Em nota, os médicos Christoph Zielinski e Thomas Staudinger disseram que seu paciente 'tem uma pneumonia severa, adquirida em comunidade, e está internado. Sua condição se estabilizou, e ele está reagindo ao tratamento. Do ponto de vista atual, o tempo para a recuperação não pode ser estimado, mas ele não poderá apresentar o resto da turnê. Além do tratamento médico, descanso absoluto, paz e silêncio são obrigatórios.' Todas os shows britânicos da turnê foram cancelados, inclusive três neste mês e 11 em dezembro. Quem já comprou ingresso poderá usá-lo quando os shows forem remarcados. A turnê de Michael, responsável por hits como 'Careless Whisper' e 'Faith', começou em agosto, em Praga, e era vista como a retomada da carreira de um artista que já prometeu certa vez se aposentar dos palcos, e que em 2010 passou quatro semanas preso por dirigir sob influência de maconha. (Reportagem de Mike Collett-White) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",reuter londr reuter cantor britânico george michael adiar restante turnê europeu tratar pneumonia sever dizer porta voz feira negar rumor vocalista wham estar enfrentar problema cardíaco grave afirmar melhorar lentamente hospital viena george michael doente pneumonia especulação respeito saúde infundar inverídico dizer porta voz nota receber excelente atendimento médico reagir tratamento melhorar lentamente médico aconselhar cantor adiar restante turnê symphonico nota médico christoph zielinski thoma staudinger dizer paciente pneumonia sever adquirir comunidade internado condição estabilizar reagir tratamento vista atual recuperação estimar apresentar resto turnê tratamento médico descanso absoluto paz silêncio obrigatório show britânico turnê cancelar dezembro comprar ingresso usá show ser remarcar turnê michael responsável hit careless whisper faith começar agosto praga ver retomada carreira artista prometer certo aposentar palco passar semana prender dirigir influência maconha reportagem mike collett white magaziner luiza philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
"Hospitalizado com pneumonia, George Michael 'melhora', diz médico","Da Reuters A saúde do cantor britânico George Michael está melhorando, informaram os médicos que estão tratando dele em Viena por causa de uma pneumonia, em comunicado nesta quarta-feira. O ex-vocalista da Wham!, de 48 anos, foi internado na capital austríaca e diagnosticado com pneumonia grave, forçando-o a cancelar o restante de sua turnê europeia. ""O mais recente desdobramento no caso do Sr. Michael - que evoluiu de uma infecção pneumocócica grave - necessitava de cuidados intensivos devido à sua gravidade e extensão"", disseram os professores Gottfried Locker e Christoph Zielinski. ""Estamos felizes em anunciar que o Sr. Michael está melhorando constantemente, com uma regressão impressionante dos sintomas da pneumonia e segue um ritmo constante de melhoria como se esperava. Como dissemos anteriormente, repouso absoluto e paz e sossego são obrigatórios."" Os médicos também pareceram responder à especulação nos tablóides britânicos de que Michael estava sofrendo mais complicações de saúde, potencialmente graves, e que ele estava recebendo tratamento excepcional durante a sua estada no Hospital Geral de Viena. ""Não há outros problemas de saúde com relação ao paciente que não seja o distúrbio pneumônico, e nenhuma outra medida teve que ser tomada"", disseram eles. ""Michael está recebendo exatamente o mesmo tratamento que qualquer paciente comum na Áustria receberia no hospital para esta doença."" Verificação de segurança Atualizar imagem Gênero atualizar imagem Seu voto foi efetuado com sucesso ",reuter saúde cantor britânico george michael melhorar informar médico tratar de ele viena causa pneumonia comunicado feira vocalista wham ano internar capital austríaco diagnosticar pneumonia grave forçar cancelar restante turnê europeu recente desdobramento caso michael evoluir infecção pneumocócico grave necessitar cuidado intensivo devido gravidade extensão dizer professor gottfried locker christoph zielinski estar feliz anunciar michael melhorar constantemente regressão impressionante sintoma pneumonia seguir ritmo constante melhoria esperar disser anteriormente repouso absoluto paz sossego obrigatório médico parecer responder especulação tablóide britânico michael sofrer complicação saúde potencialmente grave receber tratamento excepcional durante estada hospital viena problema saúde paciente ser distúrbio pneumônico medida tomar dizer michael receber exatamente tratamento paciente comum áustria receberio hospital doença verificação segurança atualizar imagem gênero atualizar imagem voto efetuar sucesso
"Médicos diagnosticam dengue e pneumonia em Sarney, diz boletim","Do G1 São Paulo O senadorJosé Sarney(PMDB-AP), de 83 anos, foi diagnosticado com dengue aguda e pneumonia bacteriana, segundo boletim médico divulgado às 17h15 desta quarta-feira (7) pelo Hospital Sírio-Libanês, na região central de São Paulo. Sarney está internado na Unidade Semi-Intensiva. De acordo com a instituição, onde o ex-presidente está internado desde 31 de julho, ele mostra uma ""contínua melhora clínico laboratorial"". Ainda não há previsão de alta. Confira a íntegra do boletim médico: ""​O senador José Sarney encontra-se internado na Unidade Semi-Intensiva do Hospital Sírio-Libanês, em São Paulo. Após a coleta pareada de sangue o paciente foi diagnosticado com dengue aguda. Na sequência ele apresentou quadro de pneumonia bacteriana. O senador apresenta contínua melhora clínico laboratorial e não há previsão de alta. O paciente está sendo atendido pelas equipes dos Profs.Drs. David Uip, Roberto Kalil Filho e Carlos Gama."" DengueO filho do senador, José Sarney Filho, já havia dito na semana passada que o ex-presidente estava com dengue. Ele explicou que o exame realizado pelo Sírio-Libanês deu positivo. ""Ele está muito abatido e só deixará o hospital quando estiver bem"", afirmou Sarney Filho. O hospital informou em 1º de agosto que Sarney apresentou ""quadro de febre acompanhado de tremores"" e foi submetido a exames laboratoriais e de imagem. Ainda segundo o boletim, ""as tomografias de encéfalo, seios da face e abdômen demonstraram derrame pleural bilateral, infiltrado intersticial e uma nova opacificação da base do pulmão direito"". Com base nos resultados, os médicos decidiram transferir o senador para a UTI, de onde recebeu alta esta semana. De acordo com o pneumologista Clystenes Odyr Soares Silva, professor da Universidade Federal deSão Paulo(Unifesp), o derrame pleural é um acúmulo de líquido no espaço entre as membranas que envolvem o pulmão, chamadas pleuras. Silva explica que a pleura tem duas faces: uma aderida ao pulmão e outra aderida às costelas. O espaço entre elas é onde pode ocorrer esse acúmulo de líquido. “Esse quadro pode estar associado a vários fatores. Em alguns casos, pode ser uma simples reação a um processo infeccioso”, diz. Ele observa que o derrame pleural nada tem a ver do que o acidente vascular cerebral (AVC), popularmente chamado de derrame. Internação anteriorEm maio deste ano, Sarney foi levado para o Instituto de Cardiologia do Distrito Federal após sentir dores no peito. Ele foi liberado pela equipe médica logo após passar por exames. No ano passado, Sarney ficou internado em São Paulo por risco de infarto. Na ocasião, fez exames que detectaram o entupimento de uma artéria, e foi submetido a um cateterismo, seguido de uma angioplastia. Sarney, que foi presidente do Senado e presidente da República, completou 83 anos em abril deste ano. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",paulo senadorjosé sarney pmdb ano diagnosticar dengue agudo pneumonia bacteriano boletim médico divulgar feira hospital sírio libanês região central paulo sarney internado unidade semi intensivo acordo instituição presidente internado julho mostrar contínuo melhora clínico laboratorial previsão alta confirar íntegra boletim médico senador josé sarney encontrar internar unidade semi intensivo hospital sírio libanês paulo coleta parear sangue paciente diagnosticar dengue agudar sequência apresentar quadro pneumonia bacteriano senador apresentar contínuo melhora clínico laboratorial previsão alta paciente ser atender equipe profs drs david uip roberto kalil filho carlos gama dengueo filho senador josé sarney filho haver dizer semana passado presidente dengue explicar exame realizar sírio libanês dar positivo abatido deixar hospital estar afirmar sarney filho hospital informar agosto sarney apresentar quadro febre acompanhar tremor submeter exame laboratorial imagem boletim tomografia encéfalo seio face abdômen demonstrar derrame pleural bilateral infiltrar intersticial opacificação base pulmão direito base resultado médico decidir transferir senador uti receber alta semana acordo pneumologista clystenes odyr soares silvar professor universidade federal desão paulo unifesp derrame pleural acúmulo líquido espaço membrana envolver pulmão chamar pleuro silva explicar pleura face aderido pulmão aderer costela espaço ocorrer acúmulo líquido quadro associado fator caso simples reação processo infeccioso observar derrame pleural acidente vascular cerebral avc popularmente chamar derrame internação anteriorem maio ano sarney levar instituto cardiologia distrito federal sentir dor peito liberar equipe médico passar exame ano passado sarney ficar internado paulo risco infarto ocasião exame detectar entupimento artéria submeter cateterismo seguir angioplastia sarney presidente senado presidente república completar ano abril ano magaziner luiza philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
"Nelson Mandela tem pneumonia, mas respira sem dificuldade","France Presse JOANESBURGO, 30 Mar 2013 (AFP) - O ex-presidente sul-africano Nelson Mandela está bem e respira sem dificuldade depois de ter sido internado devido a uma pneumonia, afirmou neste sábado a Presidência sul-africana, no terceiro dia de hospitalização do herói da luta contra o apartheid. Mandela, de 94 anos, sofre 'uma recaída de uma pneumonia', confirmou neste sábado a Presidência. Ele foi submetido a uma drenagem para eliminar um acúmulo de líquido provocado por uma infecção pulmonar, conhecido como derrame pleural. Graças a esta drenagem, 'agora é capaz de respirar sem dificuldade', indicou a Presidência, que garantiu que 'ele continua respondendo ao tratamento e está bem'. Na sexta-feira, Mac Maharaj, porta-voz da Presidência, emitiu um comunicado em que afirmava que Mandela estava bem e que seu estado progredia de forma constante. Maharaj, que foi companheiro de prisão de Mandela, disse à AFP que são as notícias são boas, embora convenha ser prudente devido a sua idade avançada. Seu neto, Mandla Mandela, e sua ex-mulher, Winnie Madikizela-Mandela, também declararam na sexta-feira que o ex-presidente se encontrava bem e estava sendo submetido a exames médicos. O presidente sul-africano Jacob Zuma também não vê motivos para alarde. De fato, não modificou sua agenda e deve comparecer à cúpula extraordinária da Comunidade Econômica dos Estados da África Central (CEEAC) sobre a situação na República Centro-Africana, que será realizada na próxima terça-feira no Chade. Maharaj não quis revelar o nome do estabelecimento onde Mandela foi hospitalizado na noite de quarta-feira. É muito provável que esteja em Johannesburgo, onde reside quando não está em Qunu (sul), o povoado onde passou sua infância, ou em Pretoria, a 60 km, onde foi internado nas últimas duas vezes em que esteve no hospital. 'Alguns acreditam que deveríamos revelar o hospital. Não o fizemos porque queremos garantir que os médicos se concentrem em seu trabalho e queremos proteger sua intimidade', destacou o porta-voz da presidência. Coincidindo com a Páscoa, os fiéis rezaram por Madiba (o nome do clã de Mandela, que se converteu em um apelido carinhoso) durante a celebração da Sexta-Feira Santa nas igrejas sul-africanas. O clube de futebol inglês de Sunderland dedicará a partida que disputa neste sábado contra o Manchester United a Mandela, em colaboração com a fundação que leva seu nome. A equipe também pediu aos espectadores que doem 2 libras (2,40 euros, 3,07 dólares) à instituição. Keertan Dheda, professor de Medicina respiratória da Universidade de Cape Town, explicou que um derrame pleural como o sofrido pelo ex-presidente sul-africano é causado pelo acúmulo de água entre a membrana que reveste o pulmão e a que cobre o tórax. Retirar o fluido é um procedimento simples, explicou. 'É possível drenar o líquido com uma agulha e um catéter e, em alguns casos, apenas isso é necessário', disse. Em outros casos, é preciso quebrar quimicamente o fluido, caso ele tenha formado bolsões, ou ainda realizar uma pequena operação, se houver infecção. 'Quanto mais velho você é, mais tempo leva para se recuperar da pneumonia', explicou Dheda, acrescentando que a mortalidade também é maior. 'É preciso um pouco mais de tempo, tudo é um pouco mais lento e um pouco mais complicado quanto mais idoso você está', ressaltou. Já um vendedor de artesanato de Soweto, Nhlanhla Ngobese, afirmou neste sábado que 'o país inteiro não está feliz com a saúde do velho homem. Ele não está tão bem, mas desejamos a ele uma rápida recuperação'. 'Queremos ele de volta, mesmo que seja um idoso, ele é um ícone para nós, um herói para nós, nós ainda queremos sua diplomacia', completou. Nelson Mandela já esteve hospitalizado em janeiro de 2011 e em dezembro de 2012 devido a infecções respiratórias, provavelmente relacionadas com as sequelas de uma tuberculose contraída na ilha prisão de Robben Island, onde passou 18 de seus 27 anos de detenção por lutar contra o regime de segregação racial do apartheid. Em 1990 foi libertado e em 1993 recebeu o prêmio Nobel da Paz por seu papel nas negociações para instaurar uma democracia multirracial na África do Sul, junto ao último presidente do regime do apartheid, Frederik de Klerk. Entre 1994 e 1999, Mandela foi o primeiro presidente negro da África do Sul. Devido aos seus problemas de saúde, não é visto em público desde a final da Copa do Mundo, disputada em julho de 2010 em Johannesburgo. liu/hba/erl/pc/ma/dm Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",france prer joanesburgo mar afp presidente sul africano nelson mandela respirar dificuldade ser internar devido pneumonia afirmar sábado presidência sul africano hospitalização herói luta apartheid mandela ano sofrer recaída pneumonia confirmar sábado presidência submeter drenagem eliminar acúmulo líquido provocar infecção pulmonar derrame pleural graças drenagem capaz respirar dificuldade indicar presidência garantir continuar responder tratamento feira mac maharaj porta voz presidência emitir comunicado afirmar mandela progredia constante maharaj companheiro prisão mandela dizer afp notícia bom convenhar prudente devido idade avançar neto mandla mandelo mulher winnie madikizela mandela declarar feira presidente encontrar ser submeter exame médico presidente sul africano jacob zuma motivo alarde fato modificar agenda comparecer cúpula extraordinário comunidade econômico estados áfrica central ceeac situação república centro africano ser realizar terça feiro chade maharaj querer revelar nome estabelecimento mandela hospitalizar noite feira provável estar johannesburgo residir qunu sul povoado passar infância pretoria internar último hospital acreditar deverer revelar hospital fizemos querer garantir médico concentr trabalho querer proteger intimidade destacar porta voz presidência coincidir páscoa fiel rezarar madiba nome clã mandela converter apelido carinhoso durante celebração feira santo igreja sul africano clube futebol inglês sunderland dedicar partida disputar sábado manchester united mandela colaboração fundação levar nome equipe pedir espectador doem libra euro dólar instituição keertan dheda professor medicina respiratório universidade cape town explicar derrame pleural sofrido presidente sul africano causar acúmulo água membrana revestir pulmão cobrir tórax retirar fluido procedimento simples explicar drenar líquido agulha catéter caso necessário dizer caso preciso quebrar quimicamente fluido caso ter formar bolsão realizar pequeno operação haver infecção velho levar recuperar pneumonia explicar dheda acrescentar mortalidade preciso lento complicado idoso ressaltar vendedor artesanato soweto nhlanhla ngobese afirmar sábado país inteiro feliz saúde velho homem desejar rápido recuperação querer volta ser idoso ícone herói querer diplomacia completar nelson mandela hospitalizado janeiro dezembro devido infecção respiratório provavelmente relacionar sequela tuberculose contrair ilha prisão robben island passar ano detenção lutar regime segregação racial apartheid libertar receber prêmio nobel paz papel negociação instaurar democracia multirracial áfrica sul junto presidente regime apartheid frederik klerk mandela presidente negro áfrica sul devido problema saúde ver público copa mundo disputar julho johannesburgo liu hba erl magazine luizar philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
"Dilma tem pneumonia leve, passa noite em SP para exames:assessor","Reuters SÃO PAULO (Reuters) - A presidente da República, Dilma Rousseff, foi diagnosticada com uma pneumonia leve durante o final de semana e deve passar a noite de domingo em São Paulo para realizar exames, informou um assessor do Palácio do Planalto. Segundo o assessor Rodrigo Baena, o quadro dela é entre uma 'gripe forte' e uma 'pneumonia leve'. A agenda de Dilma divulgada na última sexta-feira indicava que ela passaria o final de semana em Brasília, mas Baena informou que ela passou a noite de sábado no hospital Sírio Libanês, em São Paulo, e deve ficar na cidade pela segunda noite para realizar exames adicionais. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",reuter paulo reuter presidente república dilmar rousseff diagnosticar pneumonia levar durante semana passar noite domingo paulo realizar exame informar assessor palácio planalto assessor rodrigo baena quadro de ela gripe forte pneumonia levar agenda dilma divulgar último feira indicar passar semana brasília baena informar passar noite sábado hospital sírio libanês paulo ficar cidade noite realizar exame adicional magazine luizar philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
"Dilma tem pneumonia leve, fará mais exames-assessor","Reuters *Dilma teve sintomas de gripe por quatro dias-assessor *Ela passará a noite de domingo em São Paulo para exames SÃO PAULO (Reuters) - A presidente da República, Dilma Rousseff, foi diagnosticada com uma pneumonia leve durante o final de semana e deve passar a noite de domingo em São Paulo para realizar mais exames, informou um assessor do Palácio do Planalto. Ela, que é sobrevivente de um câncer, deu entrada no hospital Sírio Libanês no sábado, após vários dias com sintomas de gripe forte, informou o assessor Rodrigo Baena. Seu quadro é entre uma 'gripe forte' e uma 'pneumonia leve', acrescentou. Dilma cancelou sua participação no World Economic Forum do Rio de Janeiro na sexta-feira porque se sentiu mal, disse. A agenda da presidente, divulgada na última sexta-feira, indicava que ela passaria o final de semana em Brasília, mas Baena afirmou que ela passou a noite de sábado no Sírio Libanês, em São Paulo, e deve ficar na cidade pela segunda noite para realizar exames adicionais. Dilma revelou em abril de 2009 que estava realizando um tratamento para remover um linfoma, um câncer no sistema linfático, em estágios iniciais na época. Ela se submeteu ao tratamento com quimioterapia por quatro meses. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ",reuter dilmar sintoma gripe dia assessor passar noite domingo paulo exame paulo reuter presidente república dilmar rousseff diagnosticar pneumonia levar durante semana passar noite domingo paulo realizar exame informar assessor palácio planalto sobrevivente câncer dar entrada hospital sírio libanês sábado dia sintoma gripe forte informar assessor rodrigo baena quadro gripe forte pneumonia levar acrescentar dilma cancelar participação world economic forum rio janeiro feira sentir dizer agenda presidente divulgar último feira indicar passar semana brasília baena afirmar passar noite sábado sírio libanês paulo ficar cidade noite realizar exame adicional dilmar revelar abril realizar tratamento remover linfoma câncer linfático estágio inicial época submeter tratamento quimioterapia magaziner luizar philip serie led pol magaziner luizar microondas midea desea myag fnac microsoft xbox one magaziner luizar acer aspire note fnac tectoy master systir evolution
Rondon Pacheco recebe alta após internação para tratar pneumonia,"Do G1 Triângulo Mineiro Após 18 dias internado para tratamento de uma pneumonia grave no HospitalUberlândiaMedical Center (UMC) o ex-governador de Minas Gerais Rondon Pacheco recebeu alta nesta quarta-feira (29). O paciente de 96 anos foihospitalizado com pneumonia no dia 10 de junho. Ele estava em um hospital particular do Rio de Janeiro e foitransferido para o hospital de Uberlândiano dia 12 de junho, a pedido da família. Desde quando chegou à cidade ele tem tido melhoras progressivas, segundo boletins médicos informados diariamente pelo UMC efoi transferido da Unidade de Tratamento Intensivo (UTI) para o quartono último dia 23. De acordo com o hospital Rondon continuará com o tratamento em casa. Breve históricoO uberlandense nasceu no ano de 1919 e é filho de Raulino Cota Pacheco e Nicolina dos Santos Pacheco. Iniciou o curso de Direito na terra natal e, em seguida, foi para a capital Belo Horizonte onde concluiu os estudos, advogou e iniciou a carreira pública. A vida política começou em 1947 ao ser eleito para a Constituinte Estadual daquele ano. Anos depois, se aliou a movimentos conservadores que apoiaram a destituição do presidente João Goulart e fez parte do alto escalão do regime militar como chefe do Gabinete Civil. Em 1968, esteve na aprovação do AI-5 e é um dos únicos políticos que instituíram o Ato Institucional ainda vivos. Como deputado federal, trabalhou em prol do desenvolvimento econômico da região do Triângulo Mineiro e, em especial, da terra natal. Também foi governador de Minas Gerais e entre as principais ações do seu governo estão a instalação da Fiat no Brasil; a criação da Secretaria de Estado da Indústria, Comércio e Turismo e do Centro Tecnológico de Minas Gerais (CETEC); e a construção da Central de Abastecimento (Ceasa-MG).    Vítima foi atingida na cabeça enquanto criminosos roubavam carro e celular.
Autores seguem foragidos; Polícia Civil investiga o latrocínio. ",triângulo mineiro dia internar tratamento pneumonia grave hospitaluberlândiamedical center umc governador mina geral rondon pacheco receber alta feira paciente ano foihospitalizar pneumonia junho hospital particular rio janeiro foitransferir hospital uberlândiano junho pedido família chegar cidade ter melhora progressivo boletim médico informar diariamente umc efoi transferir unidade tratamento intensivo uti quartono acordo hospital rondon continuar tratamento casa históricoo uberlandense nascer ano filho raulino cota pacheco nicolino santo pacheco iniciar curso direito terra natal seguida capital belo horizonte concluir estudo advogar iniciar carreira público vida político começar eleger constituinte estadual ano ano aliar movimento conservador apoiar destituição presidente joão goulart alto escalão regime militar chefe gabinete civil aprovação único político instituír ato institucional vivo deputado federal trabalhar prol desenvolvimento econômico região triângulo mineiro especial terra natal governador mina geral principal ação governo instalação fiat brasil criação secretaria indústria comércio turismo centro tecnológico mina geral cetecr construção central abastecimento ceasa vítima atingir cabeça criminoso roubar carro celular autor seguir foragido polícia civil investigar latrocínio
Novo boletim aponta que padre Paolino está com pneumonia,"Quésia MeloDo G1 AC O último boletim sobre o estado de saúde do padre Paolino Baldassari, divulgado nesta terça-feira (5) pelo Hospital e Urgência e Emergência deRio Branco(Huerb), aponta que o pároco está com pneumonia. Embora os boletins anteriores não apontassem a doença, de acordo com a unidade, não é possível afirmar se Baldassari adquiriu a pneumonia na Unidade de Terapia Intensiva (UTI) onde estáinternado desde o dia 28 de março, ou se já possuía a doença e os sintomas se manifestaram somente agora.O boletim também informa que o padre está com choque cardiogênico revestido, DPOC agudizado e insuficiência renal aguda dialítica. Conforme o Huerb, o quadro clínico de Baldassari é grave, porém ele continua estável, e, está sendo retirado do ventilador mecânico progressivamente. Além disso, a nota destaca que foram suspensos todos os sedativos. ""O paciente permanece sonolento, porém apresenta movimentos espontâneos nos braços. Segue dialisando"", informa o boletim. Na UTI, padre completou 90 anosNo último sábado (2), Baldassari completou 90 anos, destes, 60 foram dedicados à comunidade católica do Acre, em especial a deSena Madureira, onde ele vive. O pároco deu entrada no hospital no dia28 de março após ter um súbito aumento de pressão.O superior da Ordem dos Servos de Maria do Brasil, frei Charlie Leitão, chegou ao Acre no dia 31 de março para acompanhar o estado de saúde do padre. A coordenação paroquial de Sena Madureira relata que a comunidademantém correntes de oraçõesem prol da saúde do padre e que pretende fazer umanova vigíliano Huerb, em Rio Branco, mas a data ainda não está confirmada. Pároco de Sena MadureiraNascido na cidade italiana de Bologna, o padre Paolino Baldassari é o pároco do município de Sena Madureira há aproximadamente 46 anos. É considerado um personagem icônico no município de aproximadamente 40 mil habitantes. Durante anos, o religioso viajou para aldeias indígenas e comunidades ribeirinhas no interior do Acre para celebrar batismos, casamentos e outros tipos de cerimônias religiosas ",quésiar melodo boletim saúde padre paolino baldassari divulgar terça feira hospital urgência emergência derio branco huerb apontar pároco pneumonia boletim anterior apontar doença acordo unidade afirmar baldassari adquirir pneumonia unidade terapia intensivo uti estáinternar março possuir doença sintoma manifestar boletim informar padre choque cardiogênico revestir dpoc agudizar insuficiência renal agudar dialítico conforme huerbr quadro clínico baldassari grave continuar estável ser retirar ventilador mecânico progressivamente nota destacar suspensos sedativo paciente permanecer sonolento apresentar movimento espontâneo braço seguir dialisar informar boletim uti padre completar anosno sábado baldassari completar ano de este dedicar comunidade católico acre especial desena madureira viver pároco dar entrada hospital março súbito aumento pressão superior ordem servo maria brasil frar charlie leitão chegar acre março acompanhar saúde padre coordenação paroquial sena madureiro relatar comunidademantém corrente oraçõesem prol saúde padre pretender umanovo vigíliano huerbr rio branco data confirmado pároco sena madureiranascer cidade italiano bologna padre paolino baldassari pároco município sena madureiro aproximadamente ano considerar personagem icônico município aproximadamente habitante durante ano religioso viajar aldeia indígeno comunidade ribeirinho interior acre celebrar batismo casamento tipo cerimônia religioso
